URL,Price,Description,Product Name
https://www.liveyoursport.com/products/nike-girls-fury-solid-headband,"Rs 2,664.00"," , , Add a pop of bold color to her ensemble with the Nike® Fury Solid Headband. Created with Dri-FIT® fabric, this athletic headband wicks away sweat so she's stay dry and comfortable while at team practice. Keep her hair out of her face in comfort and style with the added silicone binding, which provides a snug fit that stays in place. , , ,FEATURES:, , ,Girls' stretchy athletic headband, ,Dri-FIT® fabric wicks away sweat so she'll stay dry and comfortable, ,Silicone helps hold her hair in place for a snug fit, ,Signature embroidered Swoosh logo for added style, ,Bright seasonal colors add flair to her look, ,Sold as a single , ,Total relaxed opening measures 44 cm, ,Fabric: 88% Polyester / 12% Spandex, ,Style: NJNA6, ,Nike , , , ,Country of Origin: Imported, ,Web ID: 78540126, ",Nike Girls' Fury Solid Headband*
https://www.liveyoursport.com/products/2xu-compression-leg-sleeves,"Rs 6,498.60"," , , Take your training to another level with support and power in the Compression Leg Sleeves. Made with PWX Power fabric - engineered to maximize power, weight and flexibility - these 2XU leg sleeves increase compression. With the highest power denier, you get support and pressure throughout your entire lower body while moisture wicking fabric keeps you cool in these leg sleeves that let you train in any condition with UPF50+ sun protection. , , ,FEATURES:, , ,PWX Power fabric increases compression, ,Graduated seamless design , ,Highest power denier adds support and pressure to hamstrings, quads, calves and shins, ,Graduated fit boosts circulation and speeds recovery, ,UPF50+ sun protection for outdoor training, ,Antibacterial fights odor and bacteria, ,Moisture wicking keeps you cool and dry, ,Style: UA1953B, ,2XU, , , ,SIZE CHART:, , , X Small = Calf Size: 13""-14.5"", Quadricep: 18""-19.75"" , ,Small = Calf Size: 13.75""-15.75"", Quadricep: 18.5""-21.5"", ,Medium = Calf Size: 15""-17"", Quadricep: 20.5""-23.5"", ,Large = Calf Size: 16""-18"", Quadricep: 21.5""-25"", ,X Large = Calf Size: 17.5""-19.5"", Quadricep: 23.75""-26"" , ,XX Large = Calf Size: 19""-21"", Quadricep: 25""-27.5"" , , , ,Country of Origin: Taiwan, ,Web ID: 20697476, ",2Xu Compression Leg Sleeves*
https://www.liveyoursport.com/products/nike-womens-dri-fit-head-tie-sd-2-0,"Rs 2,793.00"," , , Secure your flyaways with the ultra-stylish Nike® Dri-FIT® Head Tie SD 2.0. Designed in collaboration with WNBA star Skylar Diggins, this exclusive head wrap gives you killer style in and out of the gym. Moisture wicking Dri-FIT® fabric ensures you stay fresh and dry when your workout heats up while the customizable tie gives you the perfect fit. The eye-catching print finishes your look, giving you enviable style everywhere you go. , , ,FEATURES:, , ,Women's fitness headband, ,Designed in collaboration with Skylar Diggins , ,Created with moisture wicking Dri-FIT® fabric to keep you cool, ,Customizable tie allows you to get a comfortable fit , ,Exclusive print adds style to your gym clothes, ,Heat transferred signature Swoosh logo, ,Sold as a single, ,Length: 99cm, ,Fabric: 80% Polyester / 20% Spandex, ,Style: NJNC9, , , ,Country of Origin: Imported, ,Web ID: 78540146, ",Nike Women'S Dri-Fit Head Tie Sd 2.0*
https://www.liveyoursport.com/products/nike-dri-fit-home-away-doublewide-reversible-wristbands,"Rs 2,586.91"," , , The Nike® Dri-FIT Home & Away Doublewide Reversible Wristbands are ideal for any physical activity. Made from moisture wicking knitted Dri-FIT material, these sweatbands will keep you cool and dry while the intensity heats up. Show off your style with the reversible, two-colored design - perfect for home or away games. , , ,FEATURES:, , ,Includes 2 reversible wristbands, ,Length: 5"", ,Materials: 95% Nylon, 4% Rubber, 1% Spandex, ,Reversible design for different types of wear, ,Embroidered Nike® Swoosh logo, ,Ideal for all athletic and physical activities, ,One size fits most, ,Machine washable, ,Style: N.NN.B0, ,Nike, , , ,Country of Origin: Thailand, ,Web ID: 32483396, ",Nike Dri-Fit Home & Away Doublewide Reversible Wristbands*
https://www.liveyoursport.com/products/nike-womens-pro-angle-graphic-arm-sleeves,"Rs 4,236.45"," , , Perform at your best regardless of the season when you're sporting the Nike® Pro Angle Graphic Arm Sleeves. Dri-FIT® fabric works to wick away moisture, keeping you dry and comfortable during your workout, while the elastic band and thumbholes allow for a secure fit so you can focus on pushing it to the limit. A hidden pocket on the inside left sleeve provides storage, while the Swoosh logo shows off your athletic power. , , ,FEATURES:, , ,Women's arm sleeves, ,Dri-FIT® fabric keeps you cool and comfortable while you're heating up your workout, ,Elastic band offers a secure fit so you can concentrate on your session, ,Thumbholes provide additional security and fit , ,Hidden pocket on the inside left sleeve allows for essential item storage, ,Heat transferred Swoosh logo and wordmark across the sleeve, ,Sold as a pair, ,Fabric: 40% polyester / 20% spandex / 20% nylon / 20% rubber, ,Style: NRSB1, ,Nike, , , ,Country of Origin: China, ,Web ID: 57499306, ",Nike Women'S Pro Angle Graphic Arm Sleeves*
https://www.liveyoursport.com/products/under-armour-womens-studiolux-headband,"Rs 3,904.07"," , , Stay warm from head-to-toe with the Under Armour® Women's StudioLux® Headband. Whether you're staying cozy during outdoor exercise or keeping comfortable in the studio, this knit band keeps your hair intact and your head warm. The overlap design adds style and coverage, while the small metal logo adds athletic flair to your outfit. With comfy fabrics and performance to match, you'll sport this UA headband everywhere this season. , , ,FEATURES:, , ,Knit overlap headband, ,Cozy look and feel for all-day comfort, ,Small metal trim logo on the side, ,Fabric: 100% acrylic, ,Style: 124849 , ,Under Armour, , , ,Country of Origin: China, ,Web ID: 35049496, ",Under Armour Women'S Studiolux Headband*
https://www.liveyoursport.com/products/asics-gel-court-control-womens-black-silver,"Rs 8,336.10"," ,ASICS GEL-Court Control indoor court shoes provide volleyball, squash and racquetball players with excellent cushioning and comfort. The lightweight versatility allows players to display the fullness of their athletic abilities. These shoes are designed with elite players in mind who will love the support and flexibility.",ASICS GEL-Court Control Women's Black/Silver*
https://www.liveyoursport.com/products/asics-gel-court-control-mens-cherry-tomato-white-turquoise,"Rs 8,336.10"," ,ASICS GEL-Court Control indoor court shoes provide volleyball, squash and racquetball players with excellent cushioning and comfort. The lightweight versatility allows players to display the fullness of their athletic abilities. These shoes are designed with elite players in mind who will love the support and flexibility.",ASICS GEL-Court Control Men's Cherry Tomato/White/Turquoise*
https://www.liveyoursport.com/products/asics-gel-rocket-7-mens-black-silver,"Rs 8,062.10"," ,ASICS GEL-Rocket® 7 indoor, squash or racquetball shoes have a lighter weight upper than on the previous version. And now, increased gum rubber on the outsole provides increased traction for better control on the court. Updated styling and design will continue to make the series a great indoor court option for recreational players.",ASICS GEL-Rocket 7 Men's Black/Silver*
https://www.liveyoursport.com/products/asics-gel-rocket-7-womens-white-silver,"Rs 8,062.10"," ,ASICS GEL-Rocket® 7 indoor, squash or racquetball shoes have a lighter weight upper than on the previous version. And now, increased gum rubber on the outsole provides increased traction for better control on the court. Updated styling and design will continue to make the series a great indoor court option for recreational players.",ASICS GEL-Rocket 7 Women's White/Silver*
https://www.liveyoursport.com/products/asics-gel-netburner-ballistic-womens-navy-silver,"Rs 8,518.70"," ,ASICS GEL-Netburner Ballistic indoor court shoes are an update to the former GEL-Volleycross® Revolution line by combining running characteristics with exceptional cushion and support for indoor court sports. Volleyball, squash and racquetball players will enjoy the enhanced stability and secure fit. A redesigned upper provides unmatched comfort with breathability and durability.",ASICS GEL-Netburner Ballistic Women's Navy/Silver*
https://www.liveyoursport.com/products/asics-gel-netburner-ballistic-mt-mens-navy-silver-electric-blue,"Rs 8,340.60"," ,ASICS GEL-Netburner Ballistic MT indoor court shoes are an update to the former GEL-Volleycross® Revolution line by combining running characteristics with exceptional cushion and support for indoor court sports. Volleyball, squash and racquetball players will enjoy the enhanced stability and secure fit. A redesigned upper provides unmatched comfort with breathability and durability.",ASICS GEL-Netburner Ballistic MT Men's Navy/Silver/Electric Blue*
https://www.liveyoursport.com/products/nike-womens-knit-golf-headband-set,"Rs 5,061.22"," , , Perfect for sporting during a chilly round of golf or around town running errands, the Nike® Knit Headband Set is sure to keep you warm. This set includes a pom knit fleece-lined beanie with an embroidered Nike® logo on the front, and a knit headband that reverses to soft jersey. Whether you are looking to keep you ears warm with the headband, or need extra coverage with the pom knit beanie, this set is sure to deliver comfort and warmth. , , ,FEATURES:, , ,Includes a fleece-lined, pom knit beanie with embroidered Nike® logo, ,Includes reversible knit headband, ,Headband reverses to soft jersey, ,Made of 100% polyester, ,Style: 685193-010, ,Nike, , , ,Country of Origin: Imported, ,Web ID: 64868926, ",Nike Women'S Knit Golf Headband Set*
https://www.liveyoursport.com/products/under-armour-womens-bonded-headband,"Rs 2,998.47"," , , Get the most out of every workout when you add the Under Armour® Women's Bonded Headband to your gear. Constructed out of Pure Stretch fabrication, this band delivers unrivaled comfort and athletic performance. Moisture-wicking materials keep you dry and light, while the UA logo and allover printed pattern combine for modern style. Keep your hair in place and your training on track with this UA headband. , , ,FEATURES:, , ,Bonded headband, ,Pure Stretch fabrication provides a comfortable fit and feel, ,Moisture-wicking properties wick seat away so you stay cool, dry and light, ,Front center UA logo, ,All prints for fun style, ,One size fits most, ,Fabric: 100% polyester, ,Style: 1257536, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 55703546, ",Under Armour Women'S Bonded Headband*
https://www.liveyoursport.com/products/under-armour-womens-graphic-elastic-headbands-four-pack,"Rs 2,998.47"," , , The Under Armour® Women's Elastic Headbands are the perfect way to bring fashion and intensity to your workouts. These soft, elastic bands feature bold allover prints to complement your sense of style, while silicone UA logos ensure stay-put performance. Breathable, moisture-wicking materials keep the band dry and light for worry-free training sessions. The UA Elastic Headbands keep you hair in place so the flyways never hold you back. , , ,FEATURES:, , ,Soft elastic headbands , ,Grippy silicone UA logos underneath for secure, stay-put performance, ,Breathable moisture-wicking fabric stays dry and light for all day comfort, ,Allover print for style, ,Sold in sets of 4 - (2) ½"" bands, (2) 1"" bands, ,One size fits most, ,Fabric: nylon / polyester / lycra, ,Style: 1245322, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 55701986, ",Under Armour Women'S Graphic Elastic Headbands - Four Pack*
https://www.liveyoursport.com/products/under-armour-womens-fly-fast-headband,"Rs 2,998.47"," , , Get the most out of every workout when you add the Under Armour® Women's Fly Fast Headband to your gear. Constructed out of Pure Stretch fabrication, this band delivers unrivaled comfort and athletic performance to keep you going longer and stronger. Moisture-wicking materials keep you dry and light, while the UA logo adds style and reflectivity for low-light training. Keep your hair in place and your training on track with this UA headband. , , ,FEATURES:, , ,Training headband, ,Pure Stretch fabrication delivers total comfort and athletic performance, ,Moisture-wicking properties draw sweat away to keep you dry and light, ,Front and center UA reflective logo for enhanced visibility in low-light conditions, ,One size fits most, ,Fabric: polyester, ,Style: 1258835, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 50709626, ",Under Armour Women'S Fly Fast Headband*
https://www.liveyoursport.com/products/under-armour-performance-wristbands-6,"Rs 2,503.61"," , , Keeping athletes cool and dry for over a decade, the Under Armour® 6"" Performance Wristband is crafted with patented moisture-wicking HeatGear® fabric and classic, comfortable wristband construction to keep you dry, focused and stylish. , , ,FEATURES:, , ,Multi-channel performance fibers, ,Wicks moisture away from the body, ,Embroidered logo details, ,Fabric: 100% polyester, ,Style: 1218006 ,Under Armour, , , ,Country of Origin: China, ,Web ID: 11314923, ","Under Armour Performance Wristbands - 6""*"
https://www.liveyoursport.com/products/under-armour-girls-printed-mini-headbands-4-pack,"Rs 2,531.00"," , , Watch her train like a champion in the Under Armour® Girls' Printed Mini Headband. With super-soft fabrication to offer serious comfort and grippy silicone logos for a fit that holds in place, this accessory is designed help her find her ultimate performance. Moisture-wicking properties prevent the build-up of moisture to keep her feeling light and dry. For a bold look and cool style, dress her for success in the UA Printed Mini Headband. , , ,FEATURES:, , ,Elastic mini headbands, ,Incredibly soft fabrication provides superior comfort for unbeatable performance, ,Moisture-wicking fabric wicks sweat away to keep her cool and dry, ,Gripping silicone UA logos provide a secure fit that stays in place, ,4 mini headbands per pack for style versatility, ,Style: 1261478, ,Under Armour, , , ,Country of Origin: Vietnam, ,Web ID: 67512476, ",Under Armour Girls' Printed Mini Headbands - 4 Pack*
https://www.liveyoursport.com/products/adidas-womens-powder-headband,"Rs 3,311.00"," , , The ultimate in cold weather gear, the adidas® Powder Headband is ideal for all your outdoor training. climawarm® heather jersey fabric with fleece lining works to keep you warm when it's cold outside while still wicking away moisture while you train hard. adidas® logo on the front with reflective climawarm® callout completes a look built for your toughest workouts. , , ,FEATURES:, , ,Women's ear warmer headband, ,climawarm® heather fabric with fleece lining provides superior warmth , ,adidas® logo and climawarm® callout for cool sporty style, ,One size fits most , ,Fabric: acrylic, polyester fleece, ,Style: POWDERH, 5138614, 5138601, 5138615, ,adidas , , , ,Country of Origin: China, ,Web ID: 76006316, ",Adidas Women'S Powder Headband*
https://www.liveyoursport.com/products/under-armour-womens-lurex-wide-headband,"Rs 2,276.00"," , , The Under Armour® Women's Lurex Wide Headband maximizes your fitness routine with style and comfort. Soft elastic material fits perfectly around your head for comfort, and silicone strips grip underneath to hold the band in place. Moisture-wicking properties provide breathability and sweat-free performance, while metallic threading and UA logo deliver sophisticated, athletic style. Keep your look in check with the UA Lurex Wide Headband. , , ,FEATURES:, , ,Wide elastic headband, ,Stretchy elastic fabric offers an ultra-soft feel, ,Grippy silicone strips underneath secure band and hair in place, ,Moisture-wicking technology dries fabric fast and eliminates lingering sweat, ,Lurex metallic threads add shine and visibility, ,UA front center logo, ,1'' width, ,Fabric: 100% Lurex, ,Style: 1277638, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 80499416, ",Under Armour Women'S Lurex Wide Headband*
https://www.liveyoursport.com/products/under-armour-womens-layered-up-reversible-headband,"Rs 4,214.00"," , , The Under Armour® Women's Layered Up Reversible Headband combines style and quality to help you dial up your workout. Dual-layer ColdGear® fabric traps heat and dries quickly to provide the superior warmth and comfort you need to train without distraction. Reflective logos enhance your visibility, while a two-in-one design allows you to switch up your look as you go. Maximize your training with the UA Layered Up Reversible Headband. , , ,FEATURES:, , ,Reversible 2-in-1 headband, ,Lightweight ColdGear® fabrication keeps you warm without weighing you down, ,Solid color on one side and print on the other for ultimate style versatility, ,Reflective front logo increases your visibility in low-light situations, ,One size fits most, ,Fabric: polyester / elastane, ,Style: 1260561, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 67706046, ",Under Armour Women'S Layered Up Reversible Headband*
https://www.liveyoursport.com/products/nike-womens-pro-hazard-print-calf-sleeves,"Rs 3,824.06"," , , For a bold look that shows off how intense your workout is, choose the Nike® Pro Hazard Print Calf Sleeves. Featuring Dri-FIT® fabric, moisture is wicked away for a cooler, drier experience while working out, while the elastic band provides a secure fit so you can focus on your session. Bold diagonal stripes and the Swoosh logo complete this powerful look, perfect for exercising in the elements. , , ,FEATURES:, , ,Women's striped calf sleeves, ,Dri-FIT® fabric keeps you cool and comfortable while you're heating up your workout, ,Elastic band offers a secure fit so you can concentrate on your session, ,Bold diagonal stripes show off your powerhouse attitude, ,Heat transferred Swoosh logo across the sleeve, ,Sold as a pair, ,Fabric: 40% polyester / 20% spandex / 20% nylon / 20% rubber, ,Style: NRSC2, ,Nike, , , ,Country of Origin: Imported, ,Web ID: 57499336, ",Nike Women'S Pro Hazard Print Calf Sleeves*
https://www.liveyoursport.com/products/adidas-interval-reversible-headband-2,"Rs 1,889.00"," , , The adidas® Interval Reversible Headband is a comfortable, sweat absorbing, stylish accessory ideal for any athlete. This performance-enhancer includes an embroidered adidas® logo, anti-microbial finish to prevent the growth of odor-causing bacteria and climalite® moisture wicking technology made from special fibers to keep the sweat off your skin and out of your eyes, letting you focus on crushing the competition. , , ,FEATURES:, , ,Length: 2"", ,Reversible design adds style for home or away look, ,Embroidered adidas® logo, ,Anti-microbial finish fights bacteria and odor to keep you fresh, ,climalite® keeps sweat out of your eyes, off your skin, ,Cotton, polyester and rubber, ,One size fits all, ,Adidas, , , ,Country of Origin: Vietnam, ,Web ID: 11686154, ","Adidas Interval Reversible Headband - 2""*"
https://www.liveyoursport.com/products/asics-gel-sensei-6-womens-powder-blue-white-flash-coral,"Rs 9,249.30"," ,Brand-new ASICS GEL-Cyber Sensei indoor court shoes are equipped to deliver high-level performance thanks to excellent support and durability. You’ll enjoy the flexibility and breathable feel when you wear and play in these shoes. Vivid colors and a striking design will make you a stand-out on the court.",ASICS GEL-Sensei 6 Women's Powder Blue/White/Flash Coral*
https://www.liveyoursport.com/products/asics-gel-domain-4-womens-flash-coral-white,"Rs 8,792.70"," ,The new ASICS GEL-Domain 4 multicourt squash and racquetball shoes provide athletes with a low-to-ground feel and quality performance. The indoor court Trusstic® System Technology promotes a natural foot movement for enhanced speed and agility on the court. Despite a lighter weight, this shoe gives  generous cushioning and a durable rubber outsole for maximum traction. ",ASICS GEL-Domain 4 Women's Flash Coral/White*
https://www.liveyoursport.com/products/under-armour-womens-boxarina-mini-headbands-4-pack,"Rs 2,922.00"," , , For an athletic look with maximum style, complete your outfit with the Under Armour® Women's Boxarina Mini Headbands. Designed for all day comfort and performance, these accessories have a soft, elastic body for an ideal fit around your head, and grippy silicone logos that keep this headband in place. Moisture-wicking properties keep you dry when you work up a sweat. Knock out your next workout in the UA Boxarina Mini Headbands. , , ,FEATURES:, , ,Soft elastic mini headbands, ,Silicone UA logos on the inside of the band for a fit that grips to stay in place, ,Breathable, moisture-wicking fabrication keeps your gear dry and light, ,UA wordmark design, ,Contains 4 mini headbands, ,Women's one size fits most, ,Fabric: nylon / polyester / lycra, ,Style: 1260564, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 66737696, ",Under Armour Women'S Boxarina Mini Headbands - 4 Pack*
https://www.liveyoursport.com/products/under-armour-girls-mini-headbands,"Rs 2,586.08"," , , The Under Armour® Girls' Mini Headbands add big-time performance to her practice and competition gear. These soft, elastic bands are equipped with grippy silicone UA logos to keep her hair under control and out of her face. Moisture-wicking fabrication keeps her cool and dry so she can sport these fun bands in total comfort. Sold in a set of six, she'll always have a UA Mini Headband to complement her sporty style. , , ,FEATURES:, , ,Soft elastic mini headbands, ,Grippy silicone Under Armour® logos for stay-put performance, ,Moisture-wicking fabric helps keep her cooler and drier, ,Sold in sets of six so she'll always have a headband handy, ,1 cm in width, ,One size fits most, ,Fabric: elastic/silicone, ,Style: 1226273, ,Under Armour, , , ,Country of Origin: Vietnam, ,Web ID: 55701826, ",Under Armour Girls' Mini Headbands*
https://www.liveyoursport.com/products/under-armour-girls-graphic-mini-headbands,"Rs 2,998.47"," , , Upgrade her athletic gear with the fun and fresh Under Armour® Girls' Graphic Mini Headbands. These soft elastic bands feature UA graphics for standout style from practice to play. Silicone UA logos grip her hair to prevent slipping and sliding for stay put performance. With multi colored logos and graphics, she'll always have the perfect addition to her workout wardrobe with this UA headband six pack. , , ,FEATURES:, , ,Soft elastic headbands , ,Fun allover prints for athletic flair, ,Silicone grippy UA logos keep the band from slipping, ,Sold in sets of six, ,One size fits most, ,Fabric: 67% nylon /22% polyester /11% spandex, ,Style: 1242179, ,Under Armour, , , ,Country of Origin: Imported, ,Web ID: 62851616, ",Under Armour Girls' Graphic Mini Headbands*
https://www.liveyoursport.com/products/asics-gel-netburner-ballistic-womens-black-silver,"Rs 9,249.30"," ,ASICS GEL-Netburner Ballistic indoor court shoes are an update to the former GEL-Volleycross® Revolution line by combining running characteristics with exceptional cushion and support for indoor court sports. Volleyball, squash and racquetball players will enjoy the enhanced stability and secure fit. A redesigned upper provides unmatched comfort with breathability and durability.",ASICS GEL-Netburner Ballistic Women's Black/Silver*
https://www.liveyoursport.com/products/adidas-volley-assault-womens-black-silver-metallic-frozen-yellow,"Rs 7,427.40"," ,Storm the court wearing the durable and reliable adidas Volley Assault indoor shoes. Squash and racquetball players will love the stability from the Heel Stabilizer and excellent traction. These dynamic colors and lively design will give you an aggressive and skillful look.",adidas Volley Assault Women's Black/Silver Metallic/Frozen Yellow*
https://www.liveyoursport.com/products/asics-gel-cyber-sensei-mens-cherry-tomato-white-black,"Rs 9,249.30"," ,Brand-new ASICS GEL-Cyber Sensei indoor court shoes are equipped to deliver high-level performance thanks to excellent support and durability. You’ll enjoy the flexibility and breathable feel when you wear and play in these shoes. Vivid colors and a striking design will make you a stand-out on the court.",ASICS GEL-Cyber Sensei Men's Cherry Tomato/White/Black*
